key,value
.entity.device.hw_info.keyboard_info.keyboard_subtype,integer
.entity.device.hw_info.keyboard_info.keyboard_type,string
.entity.device.hw_info.ram_size,integer
.entity.device.hw_info.serial_number,string
.entity.device.hypervisor,string
.entity.device.image.labels[],string
.entity.device.image.name,string
.entity.device.image.path,string
.entity.device.image.tag,string
.entity.device.image.uid,string
.entity.device.imei,string
.entity.device.instance_uid,string
.entity.device.interface_name,string
.entity.device.interface_uid,string
.entity.device.ip,string
.entity.device.is_compliant,boolean
.entity.device.is_managed,boolean
.entity.device.is_personal,boolean
.entity.device.is_trusted,boolean
.entity.device.last_seen_time,integer
.entity.device.last_seen_time_dt,string
.entity.device.location.city,string
.entity.device.location.continent,string
.entity.device.location.coordinates[],number
.entity.device.location.country,string
.entity.device.location.desc,string
.entity.device.location.geohash,string
.entity.device.location.is_on_premises,boolean
.entity.device.location.isp,string
.entity.device.location.lat,number
.entity.device.location.long,number
.entity.device.location.postal_code,string
.entity.device.location.provider,string
.entity.device.location.region,string
.entity.device.mac,string
.entity.device.modified_time,integer
.entity.device.modified_time_dt,string
.entity.device.name,string
.entity.device.namespace_pid,integer
.entity.device.network_interfaces[].hostname,string
.entity.device.network_interfaces[].ip,string
.entity.device.network_interfaces[].mac,string
.entity.device.network_interfaces[].name,string
.entity.device.network_interfaces[].namespace,string
.entity.device.network_interfaces[].subnet_prefix,integer
.entity.device.network_interfaces[].type,string
.entity.device.network_interfaces[].type_id,integer
.entity.device.network_interfaces[].uid,string
.entity.device.org.name,string
.entity.device.org.ou_name,string
.entity.device.org.ou_uid,string
.entity.device.org.uid,string
.entity.device.os.build,string
.entity.device.os.country,string
.entity.device.os.cpe_name,string
.entity.device.os.cpu_bits,integer
.entity.device.os.edition,string
.entity.device.os.lang,string
.entity.device.os.name,string
.entity.device.os.sp_name,string
.entity.device.os.sp_ver,integer
.entity.device.os.type,string
.entity.device.os.type_id,integer
.entity.device.os.version,string
.entity.device.owner.account.labels[],string
.entity.device.owner.account.name,string
.entity.device.owner.account.type,string
.entity.device.owner.account.type_id,integer
.entity.device.owner.account.uid,string
.entity.device.owner.credential_uid,string
.entity.device.owner.domain,string
.entity.device.owner.email_addr,string
.entity.device.owner.full_name,string
.entity.device.owner.groups[].desc,string
.entity.device.owner.groups[].domain,string
.entity.device.owner.groups[].name,string
.entity.device.owner.groups[].privileges[],string
.entity.device.owner.groups[].type,string
.entity.device.owner.groups[].uid,string
.entity.device.owner.ldap_person.cost_center,string
.entity.device.owner.ldap_person.created_time,integer
.entity.device.owner.ldap_person.created_time_dt,string
.entity.device.owner.ldap_person.deleted_time,integer
.entity.device.owner.ldap_person.deleted_time_dt,string
.entity.device.owner.ldap_person.email_addrs[],string
.entity.device.owner.ldap_person.employee_uid,string
.entity.device.owner.ldap_person.given_name,string
.entity.device.owner.ldap_person.hire_time,integer
.entity.device.owner.ldap_person.hire_time_dt,string
.entity.device.owner.ldap_person.job_title,string
.entity.device.owner.ldap_person.labels[],string
.entity.device.owner.ldap_person.last_login_time,integer
.entity.device.owner.ldap_person.last_login_time_dt,string
.entity.device.owner.ldap_person.ldap_cn,string
.entity.device.owner.ldap_person.ldap_dn,string
.entity.device.owner.ldap_person.leave_time,integer
.entity.device.owner.ldap_person.leave_time_dt,string
.entity.device.owner.ldap_person.location.city,string
.entity.device.owner.ldap_person.location.continent,string
.entity.device.owner.ldap_person.location.coordinates[],number
.entity.device.owner.ldap_person.location.country,string
.entity.device.owner.ldap_person.location.desc,string
.entity.device.owner.ldap_person.location.geohash,string
.entity.device.owner.ldap_person.location.is_on_premises,boolean
.entity.device.owner.ldap_person.location.isp,string
.entity.device.owner.ldap_person.location.lat,number
.entity.device.owner.ldap_person.location.long,number
.entity.device.owner.ldap_person.location.postal_code,string
.entity.device.owner.ldap_person.location.provider,string
.entity.device.owner.ldap_person.location.region,string
.entity.device.owner.ldap_person.manager,null
.entity.device.owner.ldap_person.modified_time,integer
.entity.device.owner.ldap_person.modified_time_dt,string
.entity.device.owner.ldap_person.office_location,string
.entity.device.owner.ldap_person.surname,string
.entity.device.owner.name,string
.entity.device.owner.org.name,string
.entity.device.owner.org.ou_name,string
.entity.device.owner.org.ou_uid,string
.entity.device.owner.org.uid,string
.entity.device.owner.risk_level,string
.entity.device.owner.risk_level_id,integer
.entity.device.owner.risk_score,integer
.entity.device.owner.type,string
.entity.device.owner.type_id,integer
.entity.device.owner.uid,string
.entity.device.owner.uid_alt,string
.entity.device.region,string
.entity.device.risk_level,string
.entity.device.risk_level_id,integer
.entity.device.risk_score,integer
.entity.device.subnet,string
.entity.device.subnet_uid,string
.entity.device.type,string
.entity.device.type_id,integer
.entity.device.uid,string
.entity.device.uid_alt,string
.entity.device.vlan_uid,string
.entity.device.vpc_uid,string
.entity.device.zone,string
.entity.email.cc[],string
.entity.email.data_classification.category,string
.entity.email.data_classification.category_id,integer
.entity.email.data_classification.confidentiality,string
.entity.email.data_classification.confidentiality_id,integer
.entity.email.data_classification.policy.desc,string
.entity.email.data_classification.policy.group.desc,string
.entity.email.data_classification.policy.group.domain,string
.entity.email.data_classification.policy.group.name,string
.entity.email.data_classification.policy.group.privileges[],string
.entity.email.data_classification.policy.group.type,string
.entity.email.data_classification.policy.group.uid,string
.entity.email.data_classification.policy.is_applied,boolean
.entity.email.data_classification.policy.name,string
.entity.email.data_classification.policy.uid,string
.entity.email.data_classification.policy.version,string
.entity.email.delivered_to,string
.entity.email.from,string
.entity.email.message_uid,string
.entity.email.raw_header,string
.entity.email.reply_to,string
.entity.email.size,integer
.entity.email.smtp_from,string
.entity.email.smtp_to[],string
.entity.email.subject,string
.entity.email.to[],string
.entity.email.uid,string
.entity.email.x_originating_ip[],string
.entity.group.desc,string
.entity.group.domain,string
.entity.group.name,string
.entity.group.privileges[],string
.entity.group.type,string
.entity.group.uid,string
.entity.name,string
.entity.org.name,string
.entity.org.ou_name,string
.entity.org.ou_uid,string
.entity.org.uid,string
.entity.policy.desc,string
.entity.policy.group.desc,string
.entity.policy.group.domain,string
.entity.policy.group.name,string
.entity.policy.group.privileges[],string
.entity.policy.group.type,string
.entity.policy.group.uid,string
.entity.policy.is_applied,boolean
.entity.policy.name,string
.entity.policy.uid,string
.entity.policy.version,string
.entity.type,string
.entity.type_id,integer
.entity.uid,string
.entity.user.account.labels[],string
.entity.user.account.name,string
.entity.user.account.type,string
.entity.user.account.type_id,integer
.entity.user.account.uid,string
.entity.user.credential_uid,string
.entity.user.domain,string
.entity.user.email_addr,string
.entity.user.full_name,string
.entity.user.groups[].desc,string
.entity.user.groups[].domain,string
.entity.user.groups[].name,string
.entity.user.groups[].privileges[],string
.entity.user.groups[].type,string
.entity.user.groups[].uid,string
.entity.user.ldap_person.cost_center,string
.entity.user.ldap_person.created_time,integer
.entity.user.ldap_person.created_time_dt,string
.entity.user.ldap_person.deleted_time,integer
.entity.user.ldap_person.deleted_time_dt,string
.entity.user.ldap_person.email_addrs[],string
.entity.user.ldap_person.employee_uid,string
.entity.user.ldap_person.given_name,string
.entity.user.ldap_person.hire_time,integer
.entity.user.ldap_person.hire_time_dt,string
.entity.user.ldap_person.job_title,string
.entity.user.ldap_person.labels[],string
.entity.user.ldap_person.last_login_time,integer
.entity.user.ldap_person.last_login_time_dt,string
.entity.user.ldap_person.ldap_cn,string
.entity.user.ldap_person.ldap_dn,string
.entity.user.ldap_person.leave_time,integer
.entity.user.ldap_person.leave_time_dt,string
.entity.user.ldap_person.location.city,string
.entity.user.ldap_person.location.continent,string
.entity.user.ldap_person.location.coordinates[],number
.entity.user.ldap_person.location.country,string
.entity.user.ldap_person.location.desc,string
.entity.user.ldap_person.location.geohash,string
.entity.user.ldap_person.location.is_on_premises,boolean
.entity.user.ldap_person.location.isp,string
.entity.user.ldap_person.location.lat,number
.entity.user.ldap_person.location.long,number
.entity.user.ldap_person.location.postal_code,string
.entity.user.ldap_person.location.provider,string
.entity.user.ldap_person.location.region,string
.entity.user.ldap_person.manager,null
.entity.user.ldap_person.modified_time,integer
.entity.user.ldap_person.modified_time_dt,string
.entity.user.ldap_person.office_location,string
.entity.user.ldap_person.surname,string
.entity.user.name,string
.entity.user.org.name,string
.entity.user.org.ou_name,string
.entity.user.org.ou_uid,string
.entity.user.org.uid,string
.entity.user.risk_level,string
.entity.user.risk_level_id,integer
.entity.user.risk_score,integer
.entity.user.type,string
.entity.user.type_id,integer
.entity.user.uid,string
.entity.user.uid_alt,string
.entity.version,string
.entity_result.data,null
.entity_result.device.agent_list[].name,string
.entity_result.device.agent_list[].policies[].desc,string
.entity_result.device.agent_list[].policies[].group.desc,string
.entity_result.device.agent_list[].policies[].group.domain,string
.entity_result.device.agent_list[].policies[].group.name,string
.entity_result.device.agent_list[].policies[].group.privileges[],string
.entity_result.device.agent_list[].policies[].group.type,string
.entity_result.device.agent_list[].policies[].group.uid,string
.entity_result.device.agent_list[].policies[].is_applied,boolean
.entity_result.device.agent_list[].policies[].name,string
.entity_result.device.agent_list[].policies[].uid,string
.entity_result.device.agent_list[].policies[].version,string
.entity_result.device.agent_list[].type,string
.entity_result.device.agent_list[].type_id,integer
.entity_result.device.agent_list[].uid,string
.entity_result.device.agent_list[].uid_alt,string
.entity_result.device.agent_list[].vendor_name,string
.entity_result.device.agent_list[].version,string
.entity_result.device.autoscale_uid,string
.entity_result.device.boot_time,integer
.entity_result.device.boot_time_dt,string
.entity_result.device.container.hash.algorithm,string
.entity_result.device.container.hash.algorithm_id,integer
.entity_result.device.container.hash.value,string
.entity_result.device.container.image.labels[],string
.entity_result.device.container.image.name,string
.entity_result.device.container.image.path,string
.entity_result.device.container.image.tag,string
.entity_result.device.container.image.uid,string
.entity_result.device.container.name,string
.entity_result.device.container.network_driver,string
.entity_result.device.container.orchestrator,string
.entity_result.device.container.pod_uuid,string
.entity_result.device.container.runtime,string
.entity_result.device.container.size,integer
.entity_result.device.container.tag,string
.entity_result.device.container.uid,string
.entity_result.device.created_time,integer
.entity_result.device.created_time_dt,string
.entity_result.device.desc,string
.entity_result.device.domain,string
.entity_result.device.first_seen_time,integer
.entity_result.device.first_seen_time_dt,string
.entity_result.device.groups[].desc,string
.entity_result.device.groups[].domain,string
.entity_result.device.groups[].name,string
.entity_result.device.groups[].privileges[],string
.entity_result.device.groups[].type,string
.entity_result.device.groups[].uid,string
.entity_result.device.hostname,string
.entity_result.device.hw_info.bios_date,string
.entity_result.device.hw_info.bios_manufacturer,string
.entity_result.device.hw_info.bios_ver,string
.entity_result.device.hw_info.chassis,string
.entity_result.device.hw_info.cpu_bits,integer
.entity_result.device.hw_info.cpu_cores,integer
.entity_result.device.hw_info.cpu_count,integer
.entity_result.device.hw_info.cpu_speed,integer
.entity_result.device.hw_info.cpu_type,string
.entity_result.device.hw_info.desktop_display.color_depth,integer
.entity_result.device.hw_info.desktop_display.physical_height,integer
.entity_result.device.hw_info.desktop_display.physical_orientation,integer
.entity_result.device.hw_info.desktop_display.physical_width,integer
.entity_result.device.hw_info.desktop_display.scale_factor,integer
.entity_result.device.hw_info.keyboard_info.function_keys,integer
.entity_result.device.hw_info.keyboard_info.ime,string
.entity_result.device.hw_info.keyboard_info.keyboard_layout,string
.entity_result.device.hw_info.keyboard_info.keyboard_subtype,integer
.entity_result.device.hw_info.keyboard_info.keyboard_type,string
.entity_result.device.hw_info.ram_size,integer
.entity_result.device.hw_info.serial_number,string
.entity_result.device.hypervisor,string
.entity_result.device.image.labels[],string
.entity_result.device.image.name,string
.entity_result.device.image.path,string
.entity_result.device.image.tag,string
.entity_result.device.image.uid,string
.entity_result.device.imei,string
.entity_result.device.instance_uid,string
.entity_result.device.interface_name,string
.entity_result.device.interface_uid,string
.entity_result.device.ip,string
.entity_result.device.is_compliant,boolean
.entity_result.device.is_managed,boolean
.entity_result.device.is_personal,boolean
.entity_result.device.is_trusted,boolean
.entity_result.device.last_seen_time,integer
.entity_result.device.last_seen_time_dt,string
.entity_result.device.location.city,string
